,index,serviceCentre,dummy,overall rating,dummy1,geo_location,Unnamed: 5,Unnamed: 6,user,Unnamed: 8,date,rating,review,Unnamed: 12,response,review_original,Key Topics,Sentiment,Product Quality,Staff,Service Time,Music System,Recall,Brake,Oil Change/Refill,Wheel/Tires,Service Cost,Service Diagnostics,Facilities,Windshield,Door,Battery,Engine,Product Availability,Not Classified,Customer Service,Service Quality
60,60,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,eddie oliveira,https://www.google.com/maps/contrib/106302064422556275674/reviews?hl=en,2 years ago,1 star,I spoke with Juan that I had a problem with my  Collision Assistance Sensor..  they charge 150 dollars   to diagnose the problem   and they  told me   that something was broken inside that they need  450 dollars to remove the  bumper and that will take 3 hours  ...  and see the problem ...... what a ripp off ... I took  to a mechanic  on liberty Avenue.  They only look at my car   and they saw that my sensor  was not clip In. they took  10 minutes to fix the problem  they didn't even remove the my  bumper  they only remove the grill in less 1 minute...... This Ford of Queens service try too ripp people off ...  what a shame......... I will give them ...... 0 STAR... ...,2.0,"Eddie, we are very sorry to see your negative review. Customer safety and satisfaction are our top priorities and we take reviews like this very seriously. I would like the chance to speak with you to restore your faith in our service center. At your earliest convenience, please reach out to me directly. -Yvonne Brown, Customer Relations Manager, (718)657-8888",I spoke with Juan that I had a problem with my  Collision Assistance Sensor..  they charge 150 dollars   to diagnose the problem   and they  told me   that something was broken inside that they need  450 dollars to remove the  bumper and that will take 3 hours  ...  and see the problem ...... what a ripp off ... I took  to a mechanic  on liberty Avenue.  They only look at my car   and they saw that my sensor  was not clip In. they took  10 minutes to fix the problem  they didn't even remove the my  bumper  they only remove the grill in less 1 minute...... This Ford of Queens service try too ripp people off ...  what a shame......... I will give them ...... 0 STAR... ...,"Product Quality, Service Cost, Facilities, Windshield, Door, Brake",Negative,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
61,61,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,Mr. Nonchalant,https://www.google.com/maps/contrib/102544430122961293453/reviews?hl=en,5 years ago,5 stars,Took my 2014 Ford Mustang to get serviced here two days ago and the customer service as well as the actual service was GREAT. The guy that helped me was Ron. I didn't have to wait long and was given customer education on my vehicles repair and prevention. Needless to say the service was great. Ask for Ron.,,,Took my 2014 Ford Mustang to get serviced here two days ago and the customer service as well as the actual service was GREAT. The guy that helped me was Ron. I didn't have to wait long and was given customer education on my vehicles repair and prevention. Needless to say the service was great. Ask for Ron.,"Product Quality, Staff, Service Time, Customer Education, Facilities",Positive,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62,62,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,Anthony “SeasonedSalt” Hernandez,https://www.google.com/maps/contrib/109515099038438198276/reviews?hl=en,5 years ago,2 stars,"My wife recently took her 2008 Ford edge to repair a water leak. They stated that the drains were cleared and an apparent ""crack"" in the door harness was patched up. She was told the leak was no longer present and if in the off chance there was still a leak they would replace the entire door harness.

2 days and $400 dollars later it rained and again, the floor was completely flooded AGAIN. She brought the car back again and instead of replacing the harness as per what was suggested, they decided to fill the cracks that they found with silicone.

The very next day it rained.... Her car is completely flooded if not WORSE than its ever been. We've had to wait from 02/28/2019 all the way to 03/13/2019 to even be allowed to bring the vehicle in for repairs......

To be continued....

03/13/2019
They told my wife the vehicles previous owner may have had an accident. THATS WHY WE TOOK THE CAR TO GET FIXED IN THE FIRST PLACE! Now they’ve decided to send the vehicle to a body shop and now charge us more money to fix it.... What happened to the guarantee?

3/19/2019
We were supposed to receive an update on the vehicle Saturday 3/16/2019. Nothing. Tomorrow will be one week since we heard any news on the vehicle......

3/20/2019
Wife was told the car is being taken to a water specialist to further assess the issue.",1.0,"We are very sorry to hear you are still experiencing this problem with your vehicle. Your wife explained to us that her regular mechanic told her it was a recall. After several hours of diagnostics, it was discovered that the issue was not a recall. We know that your car was purchased from a pre-owned sales lot and was previously in a car accident. Although this vehicle was not purchased from us, we are still willing to try and help you resolve this problem. We have previously explained that the harness that is needed to repair the leak is no longer manufactured. We have offered low cost options to you like shopping the part through our local vendors or scrap yard. We also offered to repair the interior light malfunction free of charge out of courtesy. In the interest of total transparency, you are welcome to contact our customer service manager Yvonne with your vehicle's recorded history, from the pre-owned dealership where you purchased the vehicle, to help you resolve this longstanding issue.","My wife recently took her 2008 Ford edge to repair a water leak. They stated that the drains were cleared and an apparent ""crack"" in the door harness was patched up. She was told the leak was no longer present and if in the off chance there was still a leak they would replace the entire door harness.

2 days and $400 dollars later it rained and again, the floor was completely flooded AGAIN. She brought the car back again and instead of replacing the harness as per what was suggested, they decided to fill the cracks that they found with silicone.

The very next day it rained.... Her car is completely flooded if not WORSE than its ever been. We've had to wait from 02/28/2019 all the way to 03/13/2019 to even be allowed to bring the vehicle in for repairs......

To be continued....

03/13/2019
They told my wife the vehicles previous owner may have had an accident. THATS WHY WE TOOK THE CAR TO GET FIXED IN THE FIRST PLACE! Now they’ve decided to send the vehicle to a body shop and now charge us more money to fix it.... What happened to the guarantee?

3/19/2019
We were supposed to receive an update on the vehicle Saturday 3/16/2019. Nothing. Tomorrow will be one week since we heard any news on the vehicle......

3/20/2019
Wife was told the car is being taken to a water specialist to further assess the issue.","Product Quality, Service Cost, Facilities, Staff",Negative,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
63,63,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,John Narine,https://www.google.com/maps/contrib/106080229369250607846/reviews?hl=en,a year ago,5 stars,Ford of Queens took care of the issue I had with my Ford Transit and made sure everything was perfect. I will definetly be going to them again for all future maintenance and repairs!,,,Ford of Queens took care of the issue I had with my Ford Transit and made sure everything was perfect. I will definetly be going to them again for all future maintenance and repairs!,"Product Quality, Staff, Service Cost",Positive,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64,64,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,Francesco Giaramita,https://www.google.com/maps/contrib/112137636819540139929/reviews?hl=en,5 years ago,5 stars,"Always have a great experience here. The office staff is always friendly. The mechanics have always fixed the issues I bring the tuck in for. Thet also never try to upsell repairs that aren't needed. If your Ford needs fixing, I highly recommend this service center.",,,"Always have a great experience here. The office staff is always friendly. The mechanics have always fixed the issues I bring the tuck in for. Thet also never try to upsell repairs that aren't needed. If your Ford needs fixing, I highly recommend this service center.","Product Quality, Staff, Service Cost, Engine",Positive,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
65,65,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,lor sco,https://www.google.com/maps/contrib/109353300088725552156/reviews?hl=en,2 years ago,3 stars,"Yvonne is the only reason I would humor coming back to this business. The workers are rude and dismissive. Idk if she sees me about to be rude back, but Ms. Yvonne always steps in and handles all of my concerns despite her already being busy with something else.",1.0,"Lor, I appreciate your positive feedback, however I'm very sorry to hear about your negative experience at our service center. Please know customer satisfaction is our top priority and we take reviews like this very seriously. At your … More","Yvonne is the only reason I would humor coming back to this business. The workers are rude and dismissive. Idk if she sees me about to be rude back, but Ms. Yvonne always steps in and handles all of my concerns despite her already being busy with something else.","Staff, Service Cost, Facilities",Negative,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
66,66,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,Chaim Greenbaum,https://www.google.com/maps/contrib/100772000514042181804/reviews?hl=en,4 years ago,5 stars,"Had an amazing experience, 5 star service center. Customer service is top notch and Anisa the service advisor was the star of the show.  If you have a Ford and live anywhere in the tri state area it is definitely worth the trip to Queens like I did.",1.0,,"Had an amazing experience, 5 star service center. Customer service is top notch and Anisa the service advisor was the star of the show.  If you have a Ford and live anywhere in the tri state area it is definitely worth the trip to Queens like I did.","Product Quality, Staff, Service Time",Positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,67,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,Walter Dantzler,https://www.google.com/maps/contrib/100984035557251003406/reviews?hl=en,3 years ago,1 star,Over charging come in with a recall last wenday have not gotten my car back since so far looking at close to a 3 thousand dollars of something I have no idea of which could have caused any condition of the car anyway. It is a shame that big companies take advantage of hard working families at a time like this. When will greed end.?,3.0,"Walter, we are very sorry to see your negative review. We want you to know that our service department's top priorities are your safety and overall satisfaction and apologize for any miscommunication during your recent visit. At your … More",Over charging come in with a recall last wenday have not gotten my car back since so far looking at close to a 3 thousand dollars of something I have no idea of which could have caused any condition of the car anyway. It is a shame that big companies take advantage of hard working families at a time like this. When will greed end.?,"Overcharging, Recall, Product Availability, Staff",Negative,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68,68,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,Rodney Nesbit,https://www.google.com/maps/contrib/111971086056866817151/reviews?hl=en,3 years ago,5 stars,I've had bad experiences with Ford in Brooklyn. I transfer to Queens and definitely feel the difference.,,,I've had bad experiences with Ford in Brooklyn. I transfer to Queens and definitely feel the difference.,"Product Quality, Staff, Service Time",Negative,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,69,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,Reina Beza,https://www.google.com/maps/contrib/100466446850866829669/reviews?hl=en,5 years ago,5 stars,The service was excellent and Mr. Henry was very attentive to me and advised that my car need some work besides my oil change and he arrange me a car to use while they were working on my car. And the car that he got me to use was excellent.  Love the service on this place.,,,The service was excellent and Mr. Henry was very attentive to me and advised that my car need some work besides my oil change and he arrange me a car to use while they were working on my car. And the car that he got me to use was excellent.  Love the service on this place.,"Product Quality, Staff, Service Time, Facilities",Positive,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70,70,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,M Gonzalez,https://www.google.com/maps/contrib/113937003992086751953/reviews?hl=en,4 years ago,5 stars,The place has been newly renovated and looks beautiful. So cozy and civilized now compared to the old place.  George and another gentlemen in the parts department were very helpful in making me a new key and over in service Juan and Anthony were awesome at getting me right in to program the chip in the new key. Thank you!,,,The place has been newly renovated and looks beautiful. So cozy and civilized now compared to the old place.  George and another gentlemen in the parts department were very helpful in making me a new key and over in service Juan and Anthony were awesome at getting me right in to program the chip in the new key. Thank you!,"Product Quality, Staff (specifically Service Team), Service Cost",Positive,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71,71,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,WiLL Hefner,https://www.google.com/maps/contrib/100598138938286251444/reviews?hl=en,2 years ago,5 stars,The service girl was amazing and this dealership will get your work done ✔..there are very welcoming..huge parking  and huge office and waiting area . All the workers here are very helpful..love the roll up entrance..!!!ty for the great fast service 👍 I highly recommend!!! …,1.0,,The service girl was amazing and this dealership will get your work done ✔..there are very welcoming..huge parking  and huge office and waiting area . All the workers here are very helpful..love the roll up entrance..!!!ty for the great fast service 👍 I highly recommend!!! …,"Product Quality, Staff, Service Time, Facilities",Positive,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72,72,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,Cubane LLC,https://www.google.com/maps/contrib/101681239745626603359/reviews?hl=en,6 years ago,1 star,Difficult to getting appointment. For simple work you have to spend home day. I had problem with the battery 2016 ford explorer it's a new car but you have to pay diagnosis charge like one battery price than you have to pay battery price installation charge lot of expances,3.0,"We feel as though you have the wrong idea of our dealership. We would like to speak with you directly and address any concerns you may have. Please, at your earliest convenience, call Jovan at 718-657-8888",Difficult to getting appointment. For simple work you have to spend home day. I had problem with the battery 2016 ford explorer it's a new car but you have to pay diagnosis charge like one battery price than you have to pay battery price installation charge lot of expances,"Product Quality, Service Cost, Staff, Appointment Process",Negative,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
73,73,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,Thomas DiBlasi,https://www.google.com/maps/contrib/103063616172565165863/reviews?hl=en,5 years ago,5 stars,"I had my F 150 serviced last week.  As always, it was done quickly and thoroughly.  My advisor, Henry, has taken care of my cars for many years.  I highly recommend this dealership for sales and service.",,,"I had my F 150 serviced last week.  As always, it was done quickly and thoroughly.  My advisor, Henry, has taken care of my cars for many years.  I highly recommend this dealership for sales and service.","Product Quality, Service Time, Staff, Service Cost",Positive,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
74,74,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,Bobby Singh,https://www.google.com/maps/contrib/105741891469588188887/reviews?hl=en,2 years ago,1 star,"Horrible Customer Service , they fixed my transmission i paid 5300 , it broke within warranty period , they refuse to fix it . Assistant service manager Juan has an attitude problem and refuses to pass the phone to his supervisor. STAY AWAY ! Shop from hell",2.0,"Bobby, we are very sorry to see your negative review. Customer satisfaction is our top priority and we take reviews like this very seriously. I'd like the chance to speak with you further regarding your experience. At your earliest … More","Horrible Customer Service , they fixed my transmission i paid 5300 , it broke within warranty period , they refuse to fix it . Assistant service manager Juan has an attitude problem and refuses to pass the phone to his supervisor. STAY AWAY ! Shop from hell","Product Quality, Staff (specifically Customer Service), Brake, Warranty, Facilities",Negative,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
75,75,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,Vernon Kelley,https://www.google.com/maps/contrib/115949499411688715115/reviews?hl=en,4 years ago,5 stars,"I always have a great experience when I go to this service shop, but this time was a little different in a good way. The service consultant Henry Dominguez went above and beyond for me when I was having an issue with my warranty, and I am deeply appreciative and couldn't thank him enough.",,,"I always have a great experience when I go to this service shop, but this time was a little different in a good way. The service consultant Henry Dominguez went above and beyond for me when I was having an issue with my warranty, and I am deeply appreciative and couldn't thank him enough.","Product Quality, Staff, Service Time, Music System",Positive,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,76,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,wonderfully made,https://www.google.com/maps/contrib/114447798518052120282/reviews?hl=en,4 years ago,5 stars,"Special thanks to Yvonne for going out of her way to ease my experience . Anisa was an absolute pleasure to work with ,and I look forward to meeting what I assume will be an awesome sales team when my lease is up in Feb. EXCELLENT CUSTOMER SERVICE !!!",,,"Special thanks to Yvonne for going out of her way to ease my experience . Anisa was an absolute pleasure to work with ,and I look forward to meeting what I assume will be an awesome sales team when my lease is up in Feb. EXCELLENT CUSTOMER SERVICE !!!","Product Quality, Staff, Service Cost",Positive,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
77,77,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,Christopher Lopez,https://www.google.com/maps/contrib/109570849645038078719/reviews?hl=en,9 years ago,5 stars,"After my transmission died I tried taking my car to Diblasi Ford, but they wouldn't take my car for 2 weeks! So I called here and they took my car in the next day. The service guys were amongst the nicest I've ever met. Found my permanent shop.",,,"After my transmission died I tried taking my car to Diblasi Ford, but they wouldn't take my car for 2 weeks! So I called here and they took my car in the next day. The service guys were amongst the nicest I've ever met. Found my permanent shop.","Product Quality, Staff, Service Time",Positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,78,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,Satesh Sukhnandan,https://www.google.com/maps/contrib/103551055720039465834/reviews?hl=en,4 years ago,1 star,"Very rude staff. Very disrespectful personnel. The guy taking my van from me threw the paper at me. His name is victor. The service writer didnt say a word to me. Didn't tell me what was wrong or how long it would take. Just replied to a text the next day and said ""its ready""",7.0,"Satesh, we're trying to look further into this situation, but we can't seem to find you in our system. At your earliest convenience, can you please call Yvonne Brown @ (718) 657-8888","Very rude staff. Very disrespectful personnel. The guy taking my van from me threw the paper at me. His name is victor. The service writer didnt say a word to me. Didn't tell me what was wrong or how long it would take. Just replied to a text the next day and said ""its ready""","Product Quality, Staff, Service Time",Negative,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,79,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,Allison K,https://www.google.com/maps/contrib/115758000683749735266/reviews?hl=en,2 years ago,5 stars,"Clean waiting room.  Staff was professional and courteous.  Good location, nearby restaurants and public transportation if you need to leave your car for an extended period.",,,"Clean waiting room.  Staff was professional and courteous.  Good location, nearby restaurants and public transportation if you need to leave your car for an extended period.","Product Quality, Staff, Facilities, Service Cost",Positive,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
80,80,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,Mizu Sh,https://www.google.com/maps/contrib/105881261528244526796/reviews?hl=en,2 years ago,1 star,their customer service is worst. been there couple time and always the same experience. you always have to call them for updates on your vehicle. Their employees in the office are the worst. you will be standing there and none will ask you if you need any help.,1.0,"Mizu, we are sorry to see your negative review. We apologize if you have received anything but our 5-star customer service. We would like to speak with you and hear more specifically about your experience with us. At your earliest … More",their customer service is worst. been there couple time and always the same experience. you always have to call them for updates on your vehicle. Their employees in the office are the worst. you will be standing there and none will ask you if you need any help.,"Product Quality, Staff, Service Time, Facilities",Negative,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
81,81,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,Roy Copeland,https://www.google.com/maps/contrib/103212814644404399737/reviews?hl=en,5 years ago,5 stars,"Anthony team Yvonne,anissa,and Henry they do excellent job they are very courteous and efficient in expediting your service. When I go for my service on my mkx black label l get the red carpet service they are the best.",,,"Anthony team Yvonne,anissa,and Henry they do excellent job they are very courteous and efficient in expediting your service. When I go for my service on my mkx black label l get the red carpet service they are the best.","Product Quality, Staff, Service Cost, Facilities, Service Time",Positive,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
82,82,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,Cristal Salcedo,https://www.google.com/maps/contrib/116031315405796380254/reviews?hl=en,a year ago,1 star,"Two times having problems with this place worst service ever I wouldn’t take my vehicle here ever unless you want to have a heart attack and get out with an extremely headache. Service is terrible, people are rude, any question you ask the answer is I don’t know, the don’t care about your time in my opinion they should just close down this place.",3.0,"Cristal, we apologize for your dissatisfaction during your recent visit. As advised in person, Warranty does not cover repairs caused by liquids spilled in the gears. Please know our goal is to provide great customer service and we take reviews like this very seriously. We are still interested in assisting you resolve your mechanical concerns. Please contact Yvonne Brown, Customer Relations Manager, (718)657-8888","Two times having problems with this place worst service ever I wouldn’t take my vehicle here ever unless you want to have a heart attack and get out with an extremely headache. Service is terrible, people are rude, any question you ask the answer is I don’t know, the don’t care about your time in my opinion they should just close down this place.","Product Quality, Staff, Service Time, Facilities",Negative,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83,83,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,Musthaf Ally,https://www.google.com/maps/contrib/111328266333165552956/reviews?hl=en,6 years ago,1 star,Worst service. Ever 1 month to fix a small issue. Alawys have attitude you make appointment for rental when you get there they said we don't have one if I bring in my SUV and request one I should get one their response we only have cars but yet wss told if a SUV comes back we will call you,4.0,We apologize for any confusion you may have felt during your recent visits with us. We would like to hear more specifically about your concerns. We encourage you to reach out to us at your earliest convenience. Please contact  Ruthie at 718-657-5222. She is awaiting your call.,Worst service. Ever 1 month to fix a small issue. Alawys have attitude you make appointment for rental when you get there they said we don't have one if I bring in my SUV and request one I should get one their response we only have cars but yet wss told if a SUV comes back we will call you,"Product Quality, Service Time, Staff, Service Cost",Negative,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
84,84,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,Madeline Avon Rep,https://www.google.com/maps/contrib/109427725690937407133/reviews?hl=en,8 years ago,5 stars,Great service!!! They help me understand the problem with my car and I got my car the very same day.. I want to also thank Ricard for being up front  and telling me the truth  about with my car problems and his  customer  service was outstanding.   Love you guys.. Thank you for all your help.,,,Great service!!! They help me understand the problem with my car and I got my car the very same day.. I want to also thank Ricard for being up front  and telling me the truth  about with my car problems and his  customer  service was outstanding.   Love you guys.. Thank you for all your help.,"Product Quality, Service Time, Staff, Facilities",Positive,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85,85,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,Sal C,https://www.google.com/maps/contrib/100134279787483590540/reviews?hl=en,2 years ago,1 star,Watching paint dry or watching my grass grow better on the other side would have been quicker dont get me started too about the parking situation people parking cars on top of cars im still in awe on my door wasnt banged up in that colliers mansion parking lot i should have went to jiffy lube all i needed was just an oil change,,"Sal, we are sorry to see your negative review. We apologize if you have received anything but our 5-star customer service. We would like to speak with you and hear more specifically about your experience with us. At your earliest convenience, please reach out to me directly. -Yvonne Brown, Customer Relations Manager, (718)657-8888",Watching paint dry or watching my grass grow better on the other side would have been quicker dont get me started too about the parking situation people parking cars on top of cars im still in awe on my door wasnt banged up in that colliers mansion parking lot i should have went to jiffy lube all i needed was just an oil change,"Product Quality, Parking Situation, Door",Negative,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
86,86,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,Amy Cassidy,https://www.google.com/maps/contrib/111845219698098117607/reviews?hl=en,4 years ago,5 stars,"I received excellent service from Anisa, Henry and the mechanic whose name I unfortunately didn't get. The service was fast, and Anisa provided me with regular updates. I was very happy with my service.",,,"I received excellent service from Anisa, Henry and the mechanic whose name I unfortunately didn't get. The service was fast, and Anisa provided me with regular updates. I was very happy with my service.","Product Quality, Staff, Service Time, Music System, Facilities",Positive,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,87,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,DayoDara,https://www.google.com/maps/contrib/107584151500700551263/reviews?hl=en,4 years ago,5 stars,"Servicing my vehicle has never been easier! Anisa helped me with everything I needed, even my 100 questions now that is excellent service alongside her manager Yvonne who made my experience a breeze!!",,,"Servicing my vehicle has never been easier! Anisa helped me with everything I needed, even my 100 questions now that is excellent service alongside her manager Yvonne who made my experience a breeze!!","Product Quality, Staff, Service Cost",Positive,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
88,88,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,Yoe Bayolima,https://www.google.com/maps/contrib/108338558820860826626/reviews?hl=en,4 years ago,5 stars,I had prefect service when I brought my car here. Very quick service too. My service advisor Henry is the guy to go to. He knows what he is doing. Great guy. Very happy with my service.,,,I had prefect service when I brought my car here. Very quick service too. My service advisor Henry is the guy to go to. He knows what he is doing. Great guy. Very happy with my service.,"Product Quality, Staff, Service Time, Music System, Service Cost",Positive,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,89,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,Santos M,https://www.google.com/maps/contrib/107462718195801051201/reviews?hl=en,2 years ago,5 stars,When today to get my car service and it was worth  it. They treated me kind and the service on my ford was great. If you have a ford this is the place to go.,,,When today to get my car service and it was worth  it. They treated me kind and the service on my ford was great. If you have a ford this is the place to go.,"Product Quality, Staff, Service Cost",Positive,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90,90,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,Jose Fernandez,https://www.google.com/maps/contrib/108954224249373956523/reviews?hl=en,3 years ago,1 star,"I will never be going to this dealer for anything, I've had too many problems with them. From incorrectly servicing my vehicle, saying that the owners manual is wrong, and declining to take my car in. I will happily take my money elsewhere",1.0,"Jose, we are sorry to hear that you've had negative experiences at our dealership. We'd like the chance to restore your faith in our service center. At your earliest convenience, please reach out to me directly so we can hear more about your experiences. I look forward to hearing from you. -Yvonne, (718)657-8888","I will never be going to this dealer for anything, I've had too many problems with them. From incorrectly servicing my vehicle, saying that the owners manual is wrong, and declining to take my car in. I will happily take my money elsewhere","Product Quality, Service Cost, Facilities",Negative,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
91,91,Ford of Queens Service Center,Car Service Station,3.5,624,"92-15 170th St, Woodside, NY 11433, United States","
+1 718-865-8591",https://www.fordofqueensboulevard.com/,D G,https://www.google.com/maps/contrib/100367735666797333851/reviews?hl=en,4 years ago,5 stars,Ford Lincoln of Queens never fails at providing awesome service! The entire team does an amazing job. I will definitely be back! Thank you Anisa and Yvonne :),,,Ford Lincoln of Queens never fails at providing awesome service! The entire team does an amazing job. I will definitely be back! Thank you Anisa and Yvonne :),"Product Quality, Staff, Service Time",Positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
